word_family_id,canonical_headword,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,related_words,opposites,raw_count_total,document_frequency_total,source_diversity,source_tables,confidence,needs_human_review
discern,discern,discern,,,emotion_morality,,to perceive or understand something clearly and accurately,perceives;understands;discerns,misinterprets;misunderstands;confuses,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
distrust,distrust,distrust,,,emotion_morality,,a feeling or attitude of suspicion or lack of confidence in someone or something,feels;attitudes;suspicions,trusts;believes;confides,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
domanaar,domanaar,domanaar,,,void_old_gods_cosmic_horror,,"a being or entity associated with the Domination, a powerful and malevolent force in the Warcraft universe",beings;entities;creatures,mortals;humans;ordinary beings,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
doomguard,doomguard,doomguard,,,void_old_gods_cosmic_horror,,"a being or entity associated with the Doom, a powerful and malevolent force in the Warcraft universe",beings;entities;creatures,mortals;humans;ordinary beings,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
dose,dose,dose,,,magic_artifacts_runes,,"a measured amount or quantity of something, often in a medicinal or magical context",amounts;quantities;measures,excesses;overdoses;underdoses,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
dot,dot,dot,,,light_holy,,a small mark or spot,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.5,True
duke,duke,duke,,,nobility_titles_power,,a high-ranking nobleman or aristocrat,noble;aristocrat;title,commoner;peasant,6,6,2,ItemSparse;JournalEncounter,0.8,False
dwindl,dwindl,dwindling,,,corruption_defilement_curse,,becoming smaller or less in amount,smaller;less;decreasing,growing;increasing;expanding,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
eat,eat,eats,,,corruption_defilement_curse,,to consume food or drink,,,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
enclave,enclave,enclave,,,pandaria_mists_celestials,,a group of people or things that are separate from others and have their own special identity,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.6,True
erratically,erratically,erratically,,,corruption_defilement_curse,,"in a way that is unpredictable or irregular, especially in terms of behavior or movement",,,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.7,True
evade,evade,evade,,,corruption_defilement_curse,,"to avoid or escape from something or someone, especially by using cunning or skill",,,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
everybody,everybody,everybody,,,family_relationships,,"all people, especially in a particular place or situation",,,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.6,True
faction,faction,factions,,,war_conflict,,"groups of people who have a shared interest or goal, especially in terms of politics or war",,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
fearful,fearful,fearful,,,corruption_defilement_curse,,"feeling or showing fear, often in a way that is excessive or irrational",afraid;scared;terrified,brave;courageous;fearless,6,6,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
felhound,felhound,felhounds,,,death_undead_crypt,,a type of demonic dog-like creature,demonic;dog-like;creature,angelic;human;living,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
felsoul,felsoul,felsoul,,,void_old_gods_cosmic_horror,,"a type of demon or evil being, especially one that is associated with the Burning Legion",,,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
fervor,fervor,fervor,,,emotion_morality,,a state of intense enthusiasm or excitement,enthusiasm;excitement;passion,apathy;indifference;boredom,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
foretold,foretold,foretold,,,void_old_gods_cosmic_horror,,"to predict or warn of something that is going to happen, especially in a way that is mysterious or supernatural",,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.7,True
formation,formation,formations,,,nature_druid_emerald,,"groups of things that are arranged in a particular way, especially in terms of shape or structure",,,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
freely,freely,freely,,,corruption_defilement_curse,,"in a way that is unrestricted or uncontrolled, especially in terms of movement or action",,,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.7,True
gorger,gorger,gorger,,,void_old_gods_cosmic_horror,,"a type of demon or evil being, especially one that is associated with the Burning Legion",,,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
greedy,greedy,greedy,,,corruption_defilement_curse,,"having or showing a strong desire to get more of something, especially in a way that is selfish or excessive",,,6,6,3,ItemNameDescription;ItemSparse;JournalEncounterSection,0.8,False
hailstone,hailstone,hailstone,,,nature_druid_emerald,,"a small ball of ice that falls from the sky during a storm, especially one that is formed from hail",,,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
harden,harden,harden,,,forge_weapons_armor,,"to make something harder or more resistant to damage, especially in terms of physical properties",,,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
he'll,he'll,he'll,,,family_relationships,,"a contraction of 'he will', used to refer to a person who is male and will do something in the future",,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.6,True
headache,headache,headache,,,corruption_defilement_curse,,pain in the head,,,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,1.0,False
heel,heel,heel,,,death_undead_crypt,,part of the foot,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
higher-quality,higher-quality,higher-quality,,higher-quality,trade_crafting,,of higher standard or excellence than usual,quality;excellent;superior,lower-quality;inferior,6,6,1,ItemSparse,0.9,False
homeland,homeland,homeland,,,nature_druid_emerald,,a person's country of origin,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
horde,horde,hordes,,,war_conflict,,a large group of people or animals,,,6,6,3,BroadcastText;JournalEncounter;JournalEncounterSection,1.0,False
hubri,hubri,hubris,,,emotion_morality,,excessive pride or arrogance,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
humanity,humanity,humanity,,,family_relationships,,the quality of being human,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
hyjal,hyjal,hyjal,,,death_undead_crypt,,a location in the Warcraft universe,location;Warcraft;universe,life;living;world,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
idle,idle,idle,,,travel_places,,not working or doing anything,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
imagin,imagin,imagined,,,emotion_morality,,thought of or pictured in the mind,,,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,1.0,False
immensely,immensely,immensely,,,trade_crafting,,to a great extent or degree,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
impatient,impatient,impatient,,,corruption_defilement_curse,,"feeling or showing impatience, often in a way that is excessive or unreasonable",hasty;rash;impulsive,patient;calm;restrained,6,6,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
imperative,imperative,imperative,,,law_oath_crime,,something that is necessary or urgent,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
infestation,infestation,infestation,infestation,,corruption_defilement_curse,,the presence of insects or other pests in a place,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
insight,insight,insight,,,magic_artifacts_runes,,the ability to understand or see something clearly,,,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
insult,insult,insult;insulted,,,emotion_morality;law_oath_crime,,to say or do something that is intended to hurt someone's feelings,,,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
invaluable,invaluable,invaluable,,,trade_crafting,,something that is extremely valuable or useful,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
irideu,irideu,irideus,,,magic_artifacts_runes,,a type of device or artifact,,,6,5,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
large-barrel,large-barrel,large-barreled,,large-barreled,forge_weapons_armor,,having a large barrel or container,barrel;container;weapon,small;compact,6,6,1,ItemSparse,0.8,False
lift,lift,lifting,,,magic_artifacts_runes,,the act of raising or moving something,,,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
lightning-waker,lightning-waker,lightning-waker,,lightning-waker,void_old_gods_cosmic_horror,,a being or entity that controls lightning,lightning;being;entity,calm;peaceful,6,6,1,JournalEncounterSection,0.7,True
magma-thrower,magma-thrower,magma-thrower,,magma-thrower,forge_weapons_armor,,a device or tool that throws magma,magma;device;tool,cold;frozen,6,6,1,JournalEncounterSection,0.8,False
margrave,margrave,margrave,,,nobility_titles_power,,a title of nobility or a high-ranking official,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
mechano-lord,mechano-lord,mechano-lord,,mechano-lord,titan_order_machinery,,"Mechano-Lord, Titan and machinery",Capacitus;Stamina,,6,6,2,JournalEncounter;JournalEncounterSection,1.0,False
mentor,mentor,mentor,,,family_relationships,,a person who guides or advises someone,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
mimic,mimic,mimic,,,magic_artifacts_runes,,a person or thing that imitates or copies something else,,,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
minimal,minimal,minimal,,,trade_crafting,,the smallest or least amount possible,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
misshapen,misshapen,misshapen,,,corruption_defilement_curse,,twisted or distorted in shape,deformed;distorted;twisted,perfect;symmetrical;beautiful,6,6,3,ItemNameDescription;ItemSparse;JournalEncounterSection,0.9,False
mogu'shan,mogu'shan,mogu'shan,,,death_undead_crypt,,a location in the Warcraft universe,location;Warcraft;universe,life;living;world,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
mount-in-train,mount-in-train,mount-in-training,,mount-in-training,dragons_draconic,,a creature or animal that is being trained to be a mount,mount;creature;animal,fully-trained;experienced,6,6,1,ItemSparse,0.7,True
necromancy,necromancy,necromancy,,,dark_profane,,the practice of using magic to control or manipulate the dead,black magic;dark arts;death magic,life magic;healing magic;white magic,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
nurture,nurture,nurture,,,family_relationships,,to care for and support the growth or development of something or someone,care;support;encourage,harm;neglect;abuse,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
observation,observation,observation,observation,,travel_places,,the act of watching or paying attention to something,watch;notice;see,ignoring;disregarding;overlooking,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
odd-look,odd-look,odd-looking,,odd-looking,ancient_ruins_memory,,something that looks unusual or strange,look;appear;strange,normal;usual,6,6,1,ItemSparse,0.8,False
operational,operational,operational,,,titan_order_machinery,,functioning or working properly,functioning;working;properly,non-functional;broken;malfunctioning,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
outcast,outcast,outcast,,,war_conflict,,a person who is rejected or excluded from a group or society,exile;banished;ostracized,accepted;included;welcomed,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
overgrowth,overgrowth,overgrowth,,,nature_druid_emerald,,the excessive or abnormal growth of plants or vegetation,excessive;abnormal;uncontrolled,healthy;balanced;controlled,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
patient,patient,patient,,,emotion_morality,,having or showing a lot of patience,patience;tolerance;understanding,impatient;irritable;short-tempered,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
pause,pause,pause,,,emotion_morality,,to stop or delay something for a short time,stop;delay;interrupt,continue;proceed;accelerate,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
perfect,perfect,perfected,,,forge_weapons_armor,,made or done to a high standard of quality,high;quality;standard,imperfect;flawed;defective,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
poison-tipp,poison-tipp,poison-tipped,,poison-tipped,corruption_defilement_curse,,having a tip or point that is poisonous,poison;tip;point,safe;harmless,6,6,1,JournalEncounterSection,0.9,False
pose,pose,pose,,,magic_artifacts_runes,,"to assume a particular position or attitude, especially in order to attract attention or admiration",position;attitude;posture,hide;conceal;avoid,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
precipice,precipice,precipice,,,death_mourning,,"a steep or overhanging rock face, especially one that is difficult to climb",cliff;rockface;ledge,flat;level;stable,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
predecessor,predecessor,predecessor,,,nobility_titles_power,,"a person or thing that existed before another, especially in a position of authority or leadership",ancestor;forebear;precursor,successor;heir;replacement,6,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
prideful,prideful,prideful,,,emotion_morality,,feeling or showing excessive pride or self-importance,proud;haughty;arrogant,humble;modest;unassuming,6,6,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
progeny,progeny,progeny,,,family_relationships,,the descendants or offspring of a person or animal,descendants;offspring;children,ancestors;parents;elders,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
rattlegore,rattlegore,rattlegore,,,dark_profane,,a type of undead creature in World of Warcraft,undead;ghoul;specter,living;breathing;human,6,5,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
re-emerge,re-emerge,re-emerge,,re-emerge,death_mourning,,to come back or return to a place or situation,emerge;return;come,stay;remain,6,5,1,JournalEncounterSection,0.7,True
refuge,refuge,refuge,,,travel_places,,a place of safety or shelter,shelter;sanctuary;haven,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
